cut_idx,fPhase,canon_tt,cut_delay
5145,1,4375, -1.000000
5146,0,522133503, 36.279999
5146,1,460551, 29.040001
5147,0,936247295, -1.000000
5147,1,4940, -1.000000
5148,0,268402687, -1.000000
5148,1,65551, -1.000000
5149,0,522133503, 28.690001
5149,1,460551, 37.939999
5150,0,1718616063, -1.000000
5150,1,1638, -1.000000
5151,0,268402687, -1.000000
5151,1,65551, -1.000000
5152,0,936214495, -1.000000
5152,1,17044300, -1.000000
5153,0,387389439, -1.000000
5153,1,1513239, -1.000000
5154,0,2004318071, 17.670000
5154,1,286331153, 24.280001
5155,0,2139062143, 31.150000
5155,1,16843009, 22.879999
5156,0,522133279, 21.020000
5156,1,117901063, 21.030001
5157,0,1869573999, -1.000000
5157,1,101058054, -1.000000
5158,0,134154239, -1.000000
5158,1,2031647, -1.000000
5159,0,536813567, 24.190001
5159,1,458759, 35.830002
5160,0,134154239, -1.000000
5160,1,2031647, -1.000000
5161,0,536813567, 31.780001
5161,1,458759, 26.000000
5162,0,402593791, -1.000000
5162,1,1507351, -1.000000
5163,0,536813567, 24.190001
5163,1,458759, 26.000000
5164,0,1718576751, -1.000000
5164,1,107349606, -1.000000
5165,0,125304831, -1.000000
5165,1,4383, -1.000000
5166,0,2097151, -1.000000
5166,1,2047, -1.000000
5167,0,2097151, -1.000000
5167,1,2047, -1.000000
5168,0,286785535, -1.000000
5168,1,6007, -1.000000
5169,0,134217727, -1.000000
5169,1,31, -1.000000
5170,0,869040095, -1.000000
5170,1,17052620, -1.000000
5171,0,287309823, 28.690001
5171,1,1911, 29.040001
5172,0,134217727, -1.000000
5172,1,31, -1.000000
5173,0,1717989375, -1.000000
5173,1,419430, -1.000000
5174,0,287309823, 36.279999
5174,1,1911, 29.040001
5175,0,936214495, -1.000000
5175,1,17044300, -1.000000
5176,0,402653183, -1.000000
5176,1,23, -1.000000
5177,0,1717986918, 35.639999
5177,1,1717986918, 35.900002
5178,0,2004318071, 27.879999
5178,1,286331153, 18.620001
5179,0,1768515945, -1.000000
5179,1,1768515945, -1.000000
5180,0,505290270, -1.000000
5180,1,505290270, -1.000000
5181,0,1448498774, -1.000000
5181,1,1448498774, -1.000000
5182,0,522133279, 25.350000
5182,1,117901063, 21.030001
5183,0,522133279, 21.020000
5183,1,117901063, 26.590000
5184,0,1718183529, -1.000000
5184,1,1718183529, -1.000000
5185,0,287183134, -1.000000
5185,1,518921966, -1.000000
5186,0,401086440, -1.000000
5186,1,401086440, -1.000000
5187,0,385226486, -1.000000
5187,1,112592566, -1.000000
5188,0,133695480, -1.000000
5188,1,133695480, -1.000000
5189,0,385226486, -1.000000
5189,1,112592566, -1.000000
5190,0,133695480, -1.000000
5190,1,133695480, -1.000000
5191,0,117376767, -1.000000
5191,1,7274607, -1.000000
5192,0,116786934, -1.000000
5192,1,116786934, -1.000000
5193,0,117376767, -1.000000
5193,1,7274607, -1.000000
5194,0,134154239, -1.000000
5194,1,2031647, -1.000000
5195,0,252776209, -1.000000
5195,1,259460983, -1.000000
5196,0,33489407, 25.920000
5196,1,8323199, 25.270000
5197,0,33489407, 25.920000
5197,1,8323199, 25.270000
5198,0,364844479, -1.000000
5198,1,27984299, -1.000000
5199,0,369038847, -1.000000
5199,1,5701719, -1.000000
5200,0,387389416, -1.000000
5200,1,387389416, -1.000000
5201,0,919170195, -1.000000
5201,1,919170195, -1.000000
5202,0,375846502, -1.000000
5202,1,107394662, -1.000000
5203,0,1717987737, -1.000000
5203,1,1717987737, -1.000000
5204,0,117901304, -1.000000
5204,1,133757176, -1.000000
5205,0,375846502, -1.000000
5205,1,107394662, -1.000000
5206,0,869035155, -1.000000
5206,1,869035155, -1.000000
5207,0,117901304, -1.000000
5207,1,133757176, -1.000000
5208,0,286781160, -1.000000
5208,1,286781160, -1.000000
5209,0,2091240, -1.000000
5209,1,134211816, -1.000000
5210,0,2097120, -1.000000
5210,1,2097120, -1.000000
5211,0,125298920, -1.000000
5211,1,287303912, -1.000000
5212,0,107413503, -1.000000
5212,1,26223, -1.000000
5213,0,432543, -1.000000
5213,1,107388927, -1.000000
5214,0,458742, -1.000000
5214,1,458742, -1.000000
5215,0,458751, -1.000000
5215,1,28671, -1.000000
5216,0,524287, -1.000000
5216,1,8191, -1.000000
5217,0,17952767, -1.000000
5217,1,126703, -1.000000
5218,0,252776721, -1.000000
5218,1,259487607, -1.000000
5219,0,17956863, -1.000000
5219,1,30591, -1.000000
5220,0,1572863, -1.000000
5220,1,6143, -1.000000
5221,0,301960846, -1.000000
5221,1,7835278, -1.000000
5222,0,16717591, -1.000000
5222,1,16717591, -1.000000
5223,0,1572863, -1.000000
5223,1,6143, -1.000000
5224,0,524287, -1.000000
5224,1,8191, -1.000000
5225,0,17822207, -1.000000
5225,1,520439, -1.000000
5226,0,17825791, -1.000000
5226,1,3967, -1.000000
5227,0,2097151, -1.000000
5227,1,2047, -1.000000
5228,0,117960959, -1.000000
5228,1,1044977, -1.000000
5229,0,16713479, -1.000000
5229,1,16719647, -1.000000
5230,0,524287, -1.000000
5230,1,8191, -1.000000
5231,0,524287, -1.000000
5231,1,8191, -1.000000
5232,0,17822207, -1.000000
5232,1,520439, -1.000000
5233,0,17825791, -1.000000
5233,1,3967, -1.000000
5234,0,2097151, -1.000000
5234,1,2047, -1.000000
5235,0,7864079, -1.000000
5235,1,1048337, -1.000000
5236,0,16713479, -1.000000
5236,1,16719647, -1.000000
5237,0,524287, -1.000000
5237,1,8191, -1.000000
5238,0,101058294, -1.000000
5238,1,116848374, -1.000000
5239,0,2004318071, 27.879999
5239,1,286331153, 18.620001
5240,0,522133279, 25.350000
5240,1,117901063, 21.030001
5241,0,522133279, 21.020000
5241,1,117901063, 26.590000
5242,0,134154239, -1.000000
5242,1,2031647, -1.000000
5243,0,134154239, -1.000000
5243,1,2031647, -1.000000
5244,0,402593791, -1.000000
5244,1,1507351, -1.000000
5245,0,287248671, 23.030001
5245,1,125241207, 22.709999
5246,0,125304831, -1.000000
5246,1,4383, -1.000000
5247,0,2097151, -1.000000
5247,1,2047, -1.000000
5248,0,2097151, -1.000000
5248,1,2047, -1.000000
5249,0,286785535, -1.000000
5249,1,6007, -1.000000
5250,0,3366783, -1.000000
5250,1,17118207, -1.000000
5251,0,286334975, -1.000000
5251,1,489335, -1.000000
5252,0,87515007, -1.000000
5252,1,17109855, -1.000000
5253,0,2004318071, 17.670000
5253,1,286331153, 24.280001
5254,0,387389207, 33.799999
5254,1,387389207, 31.980000
5255,0,522133279, 21.020000
5255,1,117901063, 26.590000
5256,0,522133279, 25.350000
5256,1,117901063, 21.030001
5257,0,393680759, -1.000000
5257,1,286724375, -1.000000
5258,0,134154239, -1.000000
5258,1,2031647, -1.000000
5259,0,134154239, -1.000000
5259,1,2031647, -1.000000
5260,0,287248671, 23.030001
5260,1,125241207, 22.709999
5261,0,20386687, -1.000000
5261,1,20386687, -1.000000
5262,0,286750583, -1.000000
5262,1,286332791, -1.000000
5263,0,20395007, -1.000000
5263,1,3347327, -1.000000
5264,0,125304831, -1.000000
5264,1,4383, -1.000000
5265,0,1572863, -1.000000
5265,1,6143, -1.000000
5266,0,2097151, -1.000000
5266,1,2047, -1.000000
5267,0,2097151, -1.000000
5267,1,2047, -1.000000
5268,0,286334975, -1.000000
5268,1,489335, -1.000000
5269,0,2004318071, 27.879999
5269,1,286331153, 18.620001
5270,0,2004318071, 17.670000
5270,1,286331153, 24.280001
5271,0,1717986918, 35.900002
5271,1,1717986918, 35.639999
5272,0,2004318071, 17.670000
5272,1,286331153, 18.620001
5273,0,522133279, 25.350000
5273,1,117901063, 21.030001
5274,0,522133279, 21.020000
5274,1,117901063, 26.590000
5275,0,2004318071, 17.670000
5275,1,286331153, 24.280001
5276,0,1465341783, 21.020000
5276,1,353703189, 26.590000
5277,0,2139062143, 21.379999
5277,1,16843009, 26.600000
5278,0,1869573999, -1.000000
5278,1,101058054, -1.000000
5279,0,536813567, 24.190001
5279,1,458759, 26.000000
5280,0,259985279, -1.000000
5280,1,17760527, -1.000000
5281,0,536813567, 24.190001
5281,1,458759, 35.830002
5282,0,259985279, -1.000000
5282,1,17760527, -1.000000
5283,0,402593791, -1.000000
5283,1,1507351, -1.000000
5284,0,2004842367, 24.190001
5284,1,17891601, 35.830002
5285,0,1879011327, -1.000000
5285,1,393222, -1.000000
5286,0,287309823, 28.690001
5286,1,1911, 29.040001
5287,0,134217727, -1.000000
5287,1,31, -1.000000
5288,0,134217727, -1.000000
5288,1,31, -1.000000
5289,0,393740287, -1.000000
5289,1,4375, -1.000000
5290,0,522133503, 36.279999
5290,1,460551, 29.040001
5291,0,936247295, -1.000000
5291,1,4940, -1.000000
5292,0,268402687, -1.000000
5292,1,65551, -1.000000
5293,0,522133503, 28.690001
5293,1,460551, 37.939999
5294,0,1718616063, -1.000000
5294,1,1638, -1.000000
5295,0,268402687, -1.000000
5295,1,65551, -1.000000
5296,0,936214495, -1.000000
5296,1,17044300, -1.000000
5297,0,387389439, -1.000000
5297,1,1513239, -1.000000
5298,0,2004318071, 27.879999
5298,1,286331153, 18.620001
5299,0,2139062143, 31.150000
5299,1,16843009, 22.879999
5300,0,522133279, 25.350000
5300,1,117901063, 21.030001
5301,0,1869573999, -1.000000
5301,1,101058054, -1.000000
5302,0,134154239, -1.000000
5302,1,2031647, -1.000000
5303,0,536813567, 24.190001
5303,1,458759, 35.830002
5304,0,134154239, -1.000000
5304,1,2031647, -1.000000
5305,0,536813567, 31.780001
5305,1,458759, 26.000000
5306,0,402593791, -1.000000
5306,1,1507351, -1.000000
5307,0,536813567, 24.190001
5307,1,458759, 26.000000
5308,0,1718576751, -1.000000
5308,1,107349606, -1.000000
5309,0,125304831, -1.000000
5309,1,4383, -1.000000
5310,0,2097151, -1.000000
5310,1,2047, -1.000000
5311,0,2097151, -1.000000
5311,1,2047, -1.000000
5312,0,286785535, -1.000000
5312,1,6007, -1.000000
5313,0,134217727, -1.000000
5313,1,31, -1.000000
5314,0,869040095, -1.000000
5314,1,17052620, -1.000000
5315,0,287309823, 28.690001
5315,1,1911, 29.040001
5316,0,134217727, -1.000000
5316,1,31, -1.000000
5317,0,1717989375, -1.000000
5317,1,419430, -1.000000
5318,0,287309823, 36.279999
5318,1,1911, 29.040001
5319,0,936214495, -1.000000
5319,1,17044300, -1.000000
5320,0,402653183, -1.000000
5320,1,23, -1.000000
5321,0,1717986918, 35.639999
5321,1,1717986918, 35.900002
5322,0,2004318071, 17.670000
5322,1,286331153, 18.620001
5323,0,1768515945, -1.000000
5323,1,1768515945, -1.000000
5324,0,505290270, -1.000000
5324,1,505290270, -1.000000
5325,0,1448498774, -1.000000
5325,1,1448498774, -1.000000
5326,0,522133279, 21.020000
5326,1,117901063, 26.590000
5327,0,522133279, 25.350000
5327,1,117901063, 21.030001
5328,0,1718183529, -1.000000
5328,1,1718183529, -1.000000
5329,0,287183134, -1.000000
5329,1,518921966, -1.000000
5330,0,401086440, -1.000000
5330,1,401086440, -1.000000
5331,0,385226486, -1.000000
5331,1,112592566, -1.000000
5332,0,133695480, -1.000000
5332,1,133695480, -1.000000
5333,0,385226486, -1.000000
5333,1,112592566, -1.000000
5334,0,133695480, -1.000000
5334,1,133695480, -1.000000
5335,0,117376767, -1.000000
5335,1,7274607, -1.000000
5336,0,116786934, -1.000000
5336,1,116786934, -1.000000
5337,0,117376767, -1.000000
5337,1,7274607, -1.000000
5338,0,134154239, -1.000000
5338,1,2031647, -1.000000
5339,0,252776209, -1.000000
5339,1,259460983, -1.000000
5340,0,33489407, 28.330000
5340,1,8323199, 25.270000
5341,0,33489407, 25.920000
5341,1,8323199, 25.270000
5342,0,364844479, -1.000000
5342,1,27984299, -1.000000
5343,0,369038847, -1.000000
5343,1,5701719, -1.000000
5344,0,387389416, -1.000000
5344,1,387389416, -1.000000
5345,0,919170195, -1.000000
5345,1,919170195, -1.000000
5346,0,375846502, -1.000000
5346,1,107394662, -1.000000
5347,0,1717987737, -1.000000
5347,1,1717987737, -1.000000
5348,0,117901304, -1.000000
5348,1,133757176, -1.000000
5349,0,375846502, -1.000000
5349,1,107394662, -1.000000
5350,0,869035155, -1.000000
5350,1,869035155, -1.000000
5351,0,117901304, -1.000000
5351,1,133757176, -1.000000
5352,0,286781160, -1.000000
5352,1,286781160, -1.000000
5353,0,2091240, -1.000000
5353,1,134211816, -1.000000
5354,0,2097120, -1.000000
5354,1,2097120, -1.000000
5355,0,125298920, -1.000000
5355,1,287303912, -1.000000
5356,0,107413503, -1.000000
5356,1,26223, -1.000000
5357,0,432543, -1.000000
5357,1,107388927, -1.000000
5358,0,458742, -1.000000
5358,1,458742, -1.000000
5359,0,458751, -1.000000
5359,1,28671, -1.000000
5360,0,524287, -1.000000
5360,1,8191, -1.000000
5361,0,17952767, -1.000000
5361,1,126703, -1.000000
5362,0,252776721, -1.000000
5362,1,259487607, -1.000000
5363,0,17956863, -1.000000
5363,1,30591, -1.000000
5364,0,1572863, -1.000000
5364,1,6143, -1.000000
5365,0,301960846, -1.000000
5365,1,7835278, -1.000000
5366,0,16717591, -1.000000
5366,1,16717591, -1.000000
5367,0,1572863, -1.000000
5367,1,6143, -1.000000
5368,0,524287, -1.000000
5368,1,8191, -1.000000
5369,0,17822207, -1.000000
5369,1,520439, -1.000000
5370,0,17825791, -1.000000
5370,1,3967, -1.000000
5371,0,2097151, -1.000000
5371,1,2047, -1.000000
5372,0,117960959, -1.000000
5372,1,1044977, -1.000000
5373,0,16713479, -1.000000
5373,1,16719647, -1.000000
5374,0,524287, -1.000000
5374,1,8191, -1.000000
5375,0,524287, -1.000000
5375,1,8191, -1.000000
5376,0,17822207, -1.000000
5376,1,520439, -1.000000
5377,0,17825791, -1.000000
5377,1,3967, -1.000000
5378,0,2097151, -1.000000
5378,1,2047, -1.000000
5379,0,7864079, -1.000000
5379,1,1048337, -1.000000
5380,0,16713479, -1.000000
5380,1,16719647, -1.000000
5381,0,524287, -1.000000
5381,1,8191, -1.000000
5382,0,101058294, -1.000000
5382,1,116848374, -1.000000
5383,0,2004318071, 27.879999
5383,1,286331153, 18.620001
5384,0,522133279, 25.350000
5384,1,117901063, 21.030001
5385,0,522133279, 21.020000
5385,1,117901063, 26.590000
5386,0,134154239, -1.000000
5386,1,2031647, -1.000000
5387,0,134154239, -1.000000
5387,1,2031647, -1.000000
5388,0,402593791, -1.000000
5388,1,1507351, -1.000000
5389,0,287248671, 23.030001
5389,1,125241207, 22.709999
5390,0,125304831, -1.000000
5390,1,4383, -1.000000
5391,0,2097151, -1.000000
5391,1,2047, -1.000000
5392,0,2097151, -1.000000
5392,1,2047, -1.000000
5393,0,286785535, -1.000000
5393,1,6007, -1.000000
5394,0,3366783, -1.000000
5394,1,17118207, -1.000000
5395,0,286334975, -1.000000
5395,1,489335, -1.000000
5396,0,87515007, -1.000000
5396,1,17109855, -1.000000
5397,0,2004318071, 17.670000
5397,1,286331153, 24.280001
5398,0,387389207, 33.799999
5398,1,387389207, 31.980000
5399,0,522133279, 21.020000
5399,1,117901063, 26.590000
5400,0,522133279, 25.350000
5400,1,117901063, 21.030001
5401,0,393680759, -1.000000
5401,1,286724375, -1.000000
5402,0,134154239, -1.000000
5402,1,2031647, -1.000000
5403,0,134154239, -1.000000
5403,1,2031647, -1.000000
5404,0,287248671, 23.030001
5404,1,125241207, 22.709999
5405,0,20386687, -1.000000
5405,1,20386687, -1.000000
5406,0,286750583, -1.000000
5406,1,286332791, -1.000000
5407,0,20395007, -1.000000
5407,1,3347327, -1.000000
5408,0,125304831, -1.000000
5408,1,4383, -1.000000
5409,0,1572863, -1.000000
5409,1,6143, -1.000000
5410,0,2097151, -1.000000
5410,1,2047, -1.000000
5411,0,2097151, -1.000000
5411,1,2047, -1.000000
5412,0,286334975, -1.000000
5412,1,489335, -1.000000
5413,0,2004318071, 27.879999
5413,1,286331153, 18.620001
5414,0,2004318071, 17.670000
5414,1,286331153, 24.280001
5415,0,1717986918, 35.900002
5415,1,1717986918, 35.639999
5416,0,2004318071, 17.670000
5416,1,286331153, 18.620001
5417,0,522133279, 25.350000
5417,1,117901063, 21.030001
5418,0,522133279, 21.020000
5418,1,117901063, 26.590000
5419,0,2004318071, 27.879999
5419,1,286331153, 18.620001
5420,0,1465341783, 21.020000
5420,1,353703189, 26.590000
5421,0,2139062143, 21.379999
5421,1,16843009, 22.879999
5422,0,1869573999, -1.000000
5422,1,101058054, -1.000000
5423,0,536813567, 31.780001
5423,1,458759, 26.000000
5424,0,259985279, -1.000000
5424,1,17760527, -1.000000
5425,0,536813567, 24.190001
5425,1,458759, 35.830002
5426,0,259985279, -1.000000
5426,1,17760527, -1.000000
5427,0,402593791, -1.000000
5427,1,1507351, -1.000000
5428,0,2004842367, 24.190001
5428,1,17891601, 35.830002
5429,0,1879011327, -1.000000
5429,1,393222, -1.000000
5430,0,287309823, 28.690001
5430,1,1911, 29.040001
5431,0,134217727, -1.000000
5431,1,31, -1.000000
5432,0,134217727, -1.000000
5432,1,31, -1.000000
5433,0,393740287, -1.000000
5433,1,4375, -1.000000
5434,0,522133503, 36.279999
5434,1,460551, 29.040001
5435,0,936247295, -1.000000
5435,1,4940, -1.000000
5436,0,268402687, -1.000000
5436,1,65551, -1.000000
5437,0,522133503, 28.690001
5437,1,460551, 37.939999
5438,0,1718616063, -1.000000
5438,1,1638, -1.000000
5439,0,268402687, -1.000000
5439,1,65551, -1.000000
5440,0,936214495, -1.000000
5440,1,17044300, -1.000000
5441,0,387389439, -1.000000
5441,1,1513239, -1.000000
5442,0,2004318071, 17.670000
5442,1,286331153, 24.280001
5443,0,2139062143, 31.150000
5443,1,16843009, 22.879999
5444,0,522133279, 21.020000
5444,1,117901063, 21.030001
5445,0,1869573999, -1.000000
5445,1,101058054, -1.000000
5446,0,134154239, -1.000000
5446,1,2031647, -1.000000
5447,0,536813567, 24.190001
5447,1,458759, 35.830002
5448,0,134154239, -1.000000
5448,1,2031647, -1.000000
5449,0,536813567, 31.780001
5449,1,458759, 26.000000
5450,0,402593791, -1.000000
5450,1,1507351, -1.000000
5451,0,536813567, 24.190001
5451,1,458759, 26.000000
5452,0,1718576751, -1.000000
5452,1,107349606, -1.000000
5453,0,125304831, -1.000000
5453,1,4383, -1.000000
5454,0,2097151, -1.000000
5454,1,2047, -1.000000
5455,0,2097151, -1.000000
5455,1,2047, -1.000000
5456,0,286785535, -1.000000
5456,1,6007, -1.000000
5457,0,134217727, -1.000000
5457,1,31, -1.000000
5458,0,869040095, -1.000000
5458,1,17052620, -1.000000
5459,0,287309823, 28.690001
5459,1,1911, 29.040001
5460,0,134217727, -1.000000
5460,1,31, -1.000000
5461,0,1717989375, -1.000000
5461,1,419430, -1.000000
5462,0,287309823, 36.279999
5462,1,1911, 29.040001
5463,0,936214495, -1.000000
5463,1,17044300, -1.000000
5464,0,402653183, -1.000000
5464,1,23, -1.000000
5465,0,1717986918, 35.639999
5465,1,1717986918, 35.900002
5466,0,2004318071, 27.879999
5466,1,286331153, 18.620001
5467,0,1768515945, -1.000000
5467,1,1768515945, -1.000000
5468,0,505290270, -1.000000
5468,1,505290270, -1.000000
5469,0,1448498774, -1.000000
5469,1,1448498774, -1.000000
5470,0,522133279, 25.350000
5470,1,117901063, 21.030001
5471,0,522133279, 21.020000
5471,1,117901063, 26.590000
5472,0,1718183529, -1.000000
5472,1,1718183529, -1.000000
5473,0,287183134, -1.000000
5473,1,518921966, -1.000000
5474,0,401086440, -1.000000
5474,1,401086440, -1.000000
5475,0,385226486, -1.000000
5475,1,112592566, -1.000000
5476,0,133695480, -1.000000
5476,1,133695480, -1.000000
5477,0,385226486, -1.000000
5477,1,112592566, -1.000000
5478,0,133695480, -1.000000
5478,1,133695480, -1.000000
5479,0,117376767, -1.000000
5479,1,7274607, -1.000000
5480,0,116786934, -1.000000
5480,1,116786934, -1.000000
5481,0,117376767, -1.000000
5481,1,7274607, -1.000000
5482,0,134154239, -1.000000
5482,1,2031647, -1.000000
5483,0,252776209, -1.000000
5483,1,259460983, -1.000000
5484,0,33489407, 25.920000
5484,1,8323199, 25.270000
5485,0,33489407, 25.920000
5485,1,8323199, 25.270000
5486,0,364844479, -1.000000
5486,1,27984299, -1.000000
5487,0,369038847, -1.000000
5487,1,5701719, -1.000000
5488,0,387389416, -1.000000
5488,1,387389416, -1.000000
5489,0,919170195, -1.000000
5489,1,919170195, -1.000000
5490,0,375846502, -1.000000
5490,1,107394662, -1.000000
5491,0,1717987737, -1.000000
5491,1,1717987737, -1.000000
5492,0,117901304, -1.000000
5492,1,133757176, -1.000000
5493,0,375846502, -1.000000
5493,1,107394662, -1.000000
5494,0,869035155, -1.000000
5494,1,869035155, -1.000000
5495,0,117901304, -1.000000
5495,1,133757176, -1.000000
5496,0,286781160, -1.000000
5496,1,286781160, -1.000000
5497,0,2091240, -1.000000
5497,1,134211816, -1.000000
5498,0,2097120, -1.000000
5498,1,2097120, -1.000000
5499,0,125298920, -1.000000
5499,1,287303912, -1.000000
5500,0,107413503, -1.000000
5500,1,26223, -1.000000
5501,0,432543, -1.000000
5501,1,107388927, -1.000000
5502,0,458742, -1.000000
5502,1,458742, -1.000000
5503,0,458751, -1.000000
5503,1,28671, -1.000000
5504,0,524287, -1.000000
5504,1,8191, -1.000000
5505,0,17952767, -1.000000
5505,1,126703, -1.000000
5506,0,252776721, -1.000000
5506,1,259487607, -1.000000
5507,0,17956863, -1.000000
5507,1,30591, -1.000000
5508,0,1572863, -1.000000
5508,1,6143, -1.000000
5509,0,301960846, -1.000000
5509,1,7835278, -1.000000
5510,0,16717591, -1.000000
5510,1,16717591, -1.000000
5511,0,1572863, -1.000000
5511,1,6143, -1.000000
5512,0,524287, -1.000000
5512,1,8191, -1.000000
5513,0,17822207, -1.000000
5513,1,520439, -1.000000
5514,0,17825791, -1.000000
5514,1,3967, -1.000000
5515,0,2097151, -1.000000
5515,1,2047, -1.000000
5516,0,117960959, -1.000000
5516,1,1044977, -1.000000
5517,0,16713479, -1.000000
5517,1,16719647, -1.000000
5518,0,524287, -1.000000
5518,1,8191, -1.000000
5519,0,524287, -1.000000
5519,1,8191, -1.000000
5520,0,17822207, -1.000000
5520,1,520439, -1.000000
5521,0,17825791, -1.000000
5521,1,3967, -1.000000
5522,0,2097151, -1.000000
5522,1,2047, -1.000000
5523,0,7864079, -1.000000
5523,1,1048337, -1.000000
5524,0,16713479, -1.000000
5524,1,16719647, -1.000000
5525,0,524287, -1.000000
5525,1,8191, -1.000000
5526,0,101058294, -1.000000
5526,1,116848374, -1.000000
5527,0,2004318071, 27.879999
5527,1,286331153, 18.620001
5528,0,522133279, 25.350000
5528,1,117901063, 21.030001
5529,0,522133279, 21.020000
5529,1,117901063, 26.590000
5530,0,134154239, -1.000000
5530,1,2031647, -1.000000
5531,0,134154239, -1.000000
5531,1,2031647, -1.000000
5532,0,402593791, -1.000000
5532,1,1507351, -1.000000
5533,0,287248671, 23.030001
5533,1,125241207, 22.709999
5534,0,125304831, -1.000000
5534,1,4383, -1.000000
5535,0,2097151, -1.000000
5535,1,2047, -1.000000
5536,0,2097151, -1.000000
5536,1,2047, -1.000000
5537,0,286785535, -1.000000
5537,1,6007, -1.000000
5538,0,3366783, -1.000000
5538,1,17118207, -1.000000
5539,0,286334975, -1.000000
5539,1,489335, -1.000000
5540,0,87515007, -1.000000
5540,1,17109855, -1.000000
5541,0,2004318071, 17.670000
5541,1,286331153, 24.280001
5542,0,387389207, 33.799999
5542,1,387389207, 31.980000
5543,0,522133279, 21.020000
5543,1,117901063, 26.590000
5544,0,522133279, 25.350000
5544,1,117901063, 21.030001
5545,0,393680759, -1.000000
5545,1,286724375, -1.000000
5546,0,134154239, -1.000000
5546,1,2031647, -1.000000
5547,0,134154239, -1.000000
5547,1,2031647, -1.000000
5548,0,287248671, 23.030001
5548,1,125241207, 22.709999
5549,0,20386687, -1.000000
5549,1,20386687, -1.000000
5550,0,286750583, -1.000000
5550,1,286332791, -1.000000
5551,0,20395007, -1.000000
5551,1,3347327, -1.000000
5552,0,125304831, -1.000000
5552,1,4383, -1.000000
5553,0,1572863, -1.000000
5553,1,6143, -1.000000
5554,0,2097151, -1.000000
5554,1,2047, -1.000000
5555,0,2097151, -1.000000
5555,1,2047, -1.000000
5556,0,286334975, -1.000000
5556,1,489335, -1.000000
5557,0,2004318071, 27.879999
5557,1,286331153, 18.620001
5558,0,2004318071, 17.670000
5558,1,286331153, 24.280001
5559,0,1717986918, 35.900002
5559,1,1717986918, 35.639999
5560,0,2004318071, 17.670000
5560,1,286331153, 18.620001
5561,0,522133279, 25.350000
5561,1,117901063, 21.030001
5562,0,522133279, 21.020000
5562,1,117901063, 26.590000
5563,0,2004318071, 17.670000
5563,1,286331153, 24.280001
5564,0,1465341783, 21.020000
5564,1,353703189, 26.590000
5565,0,2139062143, 21.379999
5565,1,16843009, 26.600000
5566,0,1869573999, -1.000000
5566,1,101058054, -1.000000
5567,0,536813567, 24.190001
5567,1,458759, 26.000000
5568,0,259985279, -1.000000
5568,1,17760527, -1.000000
5569,0,536813567, 24.190001
5569,1,458759, 35.830002
5570,0,259985279, -1.000000
5570,1,17760527, -1.000000
5571,0,402593791, -1.000000
5571,1,1507351, -1.000000
5572,0,2004842367, 24.190001
5572,1,17891601, 35.830002
5573,0,1879011327, -1.000000
5573,1,393222, -1.000000
5574,0,287309823, 28.690001
5574,1,1911, 29.040001
5575,0,134217727, -1.000000
5575,1,31, -1.000000
5576,0,134217727, -1.000000
5576,1,31, -1.000000
5577,0,393740287, -1.000000
5577,1,4375, -1.000000
5578,0,522133503, 36.279999
5578,1,460551, 29.040001
5579,0,936247295, -1.000000
5579,1,4940, -1.000000
5580,0,268402687, -1.000000
5580,1,65551, -1.000000
5581,0,522133503, 28.690001
5581,1,460551, 37.939999
5582,0,1718616063, -1.000000
5582,1,1638, -1.000000
5583,0,268402687, -1.000000
5583,1,65551, -1.000000
5584,0,936214495, -1.000000
5584,1,17044300, -1.000000
5585,0,387389439, -1.000000
5585,1,1513239, -1.000000
5586,0,2004318071, 27.879999
5586,1,286331153, 18.620001
5587,0,2139062143, 31.150000
5587,1,16843009, 22.879999
5588,0,522133279, 25.350000
5588,1,117901063, 21.030001
5589,0,1869573999, -1.000000
5589,1,101058054, -1.000000
5590,0,134154239, -1.000000
5590,1,2031647, -1.000000
5591,0,536813567, 24.190001
5591,1,458759, 35.830002
5592,0,134154239, -1.000000
5592,1,2031647, -1.000000
5593,0,536813567, 31.780001
5593,1,458759, 26.000000
5594,0,402593791, -1.000000
5594,1,1507351, -1.000000
5595,0,536813567, 24.190001
5595,1,458759, 26.000000
5596,0,1718576751, -1.000000
5596,1,107349606, -1.000000
5597,0,125304831, -1.000000
5597,1,4383, -1.000000
5598,0,2097151, -1.000000
5598,1,2047, -1.000000
5599,0,2097151, -1.000000
5599,1,2047, -1.000000
5600,0,286785535, -1.000000
5600,1,6007, -1.000000
5601,0,134217727, -1.000000
5601,1,31, -1.000000
5602,0,869040095, -1.000000
5602,1,17052620, -1.000000
5603,0,287309823, 28.690001
5603,1,1911, 29.040001
5604,0,134217727, -1.000000
5604,1,31, -1.000000
5605,0,1717989375, -1.000000
5605,1,419430, -1.000000
5606,0,287309823, 36.279999
5606,1,1911, 29.040001
5607,0,936214495, -1.000000
5607,1,17044300, -1.000000
5608,0,402653183, -1.000000
5608,1,23, -1.000000
5609,0,1717986918, 35.639999
5609,1,1717986918, 35.900002
5610,0,2004318071, 17.670000
5610,1,286331153, 18.620001
5611,0,1768515945, -1.000000
5611,1,1768515945, -1.000000
5612,0,505290270, -1.000000
5612,1,505290270, -1.000000
5613,0,1448498774, -1.000000
5613,1,1448498774, -1.000000
5614,0,522133279, 21.020000
5614,1,117901063, 26.590000
